Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,A Delphi Based Approach to the Assessment of New Marine Litter Reduction and Processing Technologies,,,,https://doi.org/10.3389/fmars.2022.886581
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,"Rivers and Wastewater-Treatment Plants as Microplastic Pathways to Eastern MediterraneanWaters: First Records for the Aegean Sea, Greece",,,,https://doi.org/10.3390/su13105328
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Ecosafety Screening of Photo-Fenton Process for the Degradation of Microplastics in Water,,,,https://doi.org/10.3389/fmars.2021.791431
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,A multi-criteria assessment of policies to achieve the objectives of the EU marine litter strategy,,,,https://doi.org/10.1016/j.marpolbul.2022.113803
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,A Drop in the Ocean: Patchy Evidence on the Societal Benefits of Marine Litter Reduction,,,,https://doi.org/10.3389/fmars.2021.671326
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Visible light photocatalytic degradation of polypropylene microplastics in a continuous water flow system,,,,https://doi.org/10.1016/j.jhazmat.2020.124299
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Climatic and Eutrophication Effects on the North Aegean Sea Productivity and Anchovy(Engraulis encrasicolus) Stock,,,,https://doi.org/10.19080/ofoaj.2019.08.555749
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Enhanced Visible Light Photodegradation of Microplastic Fragments with Plasmonic Platinum/Zinc Oxide Nanorod Photocatalysts,,,,https://doi.org/10.3390/catal9100819
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,In the business of dirty oceans: Overview of startups and entrepreneurs managing marine plastic,,,,https://doi.org/10.1016/j.marpolbul.2020.111880
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,"Recent Advances in Photocatalytic Removal of Microplastics: Mechanisms, Kinetic Degradation and Reactors Design",,,,https://doi.org/10.3389/fmars.2022.885614
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Seasonality combined with the orientation of surfaces influences the microbial community structure of biofilms in the deep Mediterranean Sea,,,,https://doi.org/10.1016/j.dsr2.2019.104703
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Evolution of the Distribution and Dynamic of Microplastic in Water and Biota: A Study Case From the Gulf of Gabes (Southern Mediterranean Sea),,,,https://doi.org/10.3389/fmars.2022.786026
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,A cross disciplinary framework for cost-benefit optimization of marine litter cleanup at regional scale,,,,https://doi.org/10.3389/fmars.2021.744208
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Microplastics in the Mediterranean: Variability From Observations and Model Analysis,,,,https://doi.org/10.3389/fmars.2022.784937
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Shipping spills and plastic pollution: A review of maritime governance inthe North Sea,,,,https://doi.org/10.1016/j.marpolbul.2022.113939
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,"Marine plastic entrepreneurship; Exploring drivers, barriers and value creation in the blue economy",,,,https://doi.org/10.1016/j.stae.2022.100018
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Public perceptions of marine plastic litter: A comparative study across European countries and seas,,,,https://doi.org/10.3389/fmars.2021.784829
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,The effects of ZnO nanostructures of different morphology on bioenergetics and stress response biomarkers of the blue mussels Mytilus edulis,,,,https://doi.org/10.1016/j.scitotenv.2019.133717
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Spatiotemporal Variability of Microplastics in the Eastern Baltic Sea,,,,https://doi.org/10.3389/fmars.2022.875984
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Microplastics do not increase bioaccumulation of petroleum hydrocarbons in Arctic zooplankton but trigger feeding suppression under co-exposure conditions,,,,https://doi.org/10.1016/j.scitotenv.2020.141264
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Uncertainty and Consistency Assessment in Multiple Microplastic Observation Datasets in theBaltic Sea,,,,https://doi.org/10.3389/fmars.2022.886357
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modelling mussel (Mytilus spp.) microplastic accumulation,,,,https://doi.org/10.5194/os-16-927-2020
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Multicriteria Decision Analysis Addressing Marine and Terrestrial Plastic Waste Management: A Review,,,,https://doi.org/10.3389/fmars.2021.747712
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Fishing for Litter: Creating an Economic Market for Marine Plastics in a Sustainable Fisheries Model,,,,https://doi.org/10.3389/fmars.2022.722815
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Effect of environmentally relevant concentrations of potentially toxic microplastic on coastal copepods,,,,https://doi.org/10.1016/j.aquatox.2020.105713
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Stopping Macroplastic and Microplastic Pollution at Source by Installing Novel Technologies in River Estuaries and Waste Water Treatment Plants: The CLAIM Project,,,,https://doi.org/10.3389/fmars.2021.738876
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,"Adoption and diffusion of marine litter clean-up technologies across European seas: Legal, institutional and financial drivers and barriers",,,,https://doi.org/10.1016/j.marpolbul.2021.112611
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modelling the Marine Microplastic Distribution from Municipal Wastewater in Saronikos Gulf (E. Mediterranean).,,,,https://doi.org/10.19080/ofoaj.2019.09.555752
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Visible light photocatalytic degradation of microplastic residues with zinc oxide nanorods,,,,https://doi.org/10.1007/s10311-019-00859-z
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Business models and sustainable plastic management: A systematic review of the literature,,,,https://doi.org/10.1016/j.jclepro.2020.120967
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modelling the Mediterranean Pelagic Ecosystem using the POSEIDON ecological model. Part II: Biological dynamic,,,,https://doi.org/10.1016/j.dsr2.2019.104711
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modelling Hazards in Fisheries and Aquaculture Activities in the Mediterranean Sea and the Risk of their Transmission and Dispersion. Is it Feasible?,,,,https://doi.org/10.19080/ofoaj.2019.08.555748
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Quantification of plankton-sized microplastics in a productive coastal Arctic marine ecosystem,,,,https://doi.org/10.1016/j.envpol.2020.115248
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Ingestion and impact of microplastics on arctic Calanus copepods,,,,https://doi.org/10.1016/j.aquatox.2020.105631
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Transport of microplastics from Daugava estuary to open sea,,,,https://doi.org/10.3389/fmars.2022.8867
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Quantifying Transboundary Plastic Pollution in Marine Protected Areas Across the Mediterranean Sea,,,,https://doi.org/10.3389/fmars.2021.762235
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Trophic Transfer of Microplastics From Copepods to Jellyfish in the Marine Environment,,,,https://doi.org/10.3389/fenvs.2020.571732
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modelling the Mediterranean pelagic ecosystem using the POSEIDON ecological model. Part I: Nutrients and chlorophyll-a dynamics,,,,https://doi.org/10.1016/j.dsr2.2019.104647
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Photocatalytic degradation of phenolic effluents in petroleum refineries,,,,https://doi.org/10.17781/p002565
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Classification and Quantification of Microplastics (<100 μm) Using a Focal Plane Array–Fourier Transform Infrared Imaging System and Machine Learning,,,,https://doi.org/10.1021/acs.analchem.0c01324
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Modeling the Pathways and Accumulation Patterns of Micro- and Macro-Plastics in the Mediterranean,,,,https://doi.org/10.3389/fmars.2021.743117
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,"Marine plastics alter the organic matter composition of the air-sea boundary layer, with influences on CO2 exchange: a large-scale analysis method to explore future ocean scenarios",,,,https://doi.org/10.5281/zenodo.7239863
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,How Can Plastic on the Sea Surface Affect Our Climate?,,,,https://doi.org/10.3389/frym.2020.00120
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,Polystyrene microplastics increase microbial release of marine Chromophoric Dissolved Organic Matter in microcosm experiments,,,,https://doi.org/10.1038/s41598-018-32805-4
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,Plastic Accumulation in the Sea Surface Microlayer: An Experiment-Based Perspective for Future Studies,,,,https://doi.org/10.3390/geosciences9020066
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,Editorial: “Impacts of marine litter”,,,,https://doi.org/10.3389/fmars.2019.00208
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,Microplastics increase the marine production of particulate forms of organic matter,,,,https://doi.org/10.1088/1748-9326/ab59ca
Photochemistry at the Ocean's Surface: Effects and Interactions of Dissolved Organic Matter with Microplastics,https://cordis.europa.eu/project/id/702747,The MILAN Campaign: Studying Diel Light Effects on the Air–Sea Interface,,,,https://doi.org/10.1175/bams-d-17-0329.1
Cities Cooperating for Circular Economy,https://cordis.europa.eu/project/id/689157,Citizen involvement in waste management and circular economy in cities: Key elements for planning and implementation,,,,https://doi.org/10.18778/1231-1952.27.2.08
Development of flexible pyrolysis-catalysis processing of waste plastics for selective production of high value products through research and innovation,https://cordis.europa.eu/project/id/643322,Kinetic modelling of a pyrolysis-gasification reactor,,,,https://doi.org/10.3303/cet1761243
Development of flexible pyrolysis-catalysis processing of waste plastics for selective production of high value products through research and innovation,https://cordis.europa.eu/project/id/643322,Recycling of ELV waste plastics by one-stage and two-stage thermo-catalytic pyrolysis,,,,https://doi.org/10.3303/cet1761316
Development of flexible pyrolysis-catalysis processing of waste plastics for selective production of high value products through research and innovation,https://cordis.europa.eu/project/id/643322,Aromatic fuel oils produced from the pyrolysis-catalysis of polyethylene plastic with metal-impregnated zeolite catalysts,,,,https://doi.org/10.1016/j.joei.2017.10.009
Development of flexible pyrolysis-catalysis processing of waste plastics for selective production of high value products through research and innovation,https://cordis.europa.eu/project/id/643322,Influence of silica–alumina support ratio on H 2 production and catalyst carbon deposition from the Ni-catalytic pyrolysis/reforming of waste tyres,,,,https://doi.org/10.1177/0734242X17722207
